-1.420106	0.829761	0.407751	1.431117	-1.087784	1.360170	-1.629249	0.869077	1.412779	0.988492	-1.202725	0.566563	1.432849	0.977926	1.165969	-0.787868	-0.761724	0.203512	-0.197546	-0.884263	-0.306673	-0.443909	0.417395	0.392289	0.668759	1.117903	1.228334	-0.989890	-0.806414	0.875283	1.437093	1.499344	1.336875	-1.355872	1.486957	0.972586	-0.560348	-0.727061	-1.406935	-1.372515	-0.871995	-1.416804	1.528436	-1.382662	1.823786	-0.962226	-1.101322	-1.058825	-0.953730	1.784876	1.596941	-1.432119	1.708209	-1.246653	0.714335	-0.967790	0.702077	0.724996	0.788524	-0.855138	-1.105307	1.054358	0.780684	0.414273	-1.178573	1.650214	0.897330	1.296576	1.155417	-1.454253	0.710745	-0.597605	-0.990711	1.084668	1.090587	-1.760393	0.744146	1.110050	1.757616	1.361320	1.324115	-1.146958	-0.846035	1.386175	1.080494	0.735915	-0.511418	0.730256	-1.125302	-1.343187	0.879159	-1.360430	1.211185	1.074079	1.814488	-1.764028	1.590023	-1.507464	-1.323875	-1.418517
-0.491251	0.864413	-0.094615	-0.455790	0.417994	-0.409565	0.567006	0.064321	-0.035047	-1.200022	0.858301	-0.666946	-0.664186	0.214906	0.073431	0.419416	0.494750	-0.885979	0.716014	0.670809	0.377188	0.237588	-0.425899	-0.030080	-0.067616	-1.349952	-0.279206	0.242017	0.128012	0.025174	0.084721	0.474376	0.216690	0.201120	0.403122	0.630419	-0.651613	-0.130718	-0.225510	0.585117	0.173421	0.108212	-0.039966	0.227687	-0.405830	-0.855968	-0.381506	-0.216390	-0.060688	0.678703	0.774731	-0.493674	0.017158	0.664249	-0.062614	0.511334	-0.093663	0.113026	-0.148919	-0.232807	-0.369953	0.258174	-0.499920	0.498674	0.880601	-0.342471	0.794026	0.975745	0.895750	-0.360812	0.091845	-0.026062	-0.351459	0.510990	0.371574	-0.349724	-0.193554	0.783119	0.085101	0.176717	-0.147292	-0.528232	-0.357657	0.575066	-0.632412	-0.267598	0.781858	-0.592800	-0.215245	0.209769	-0.223680	-0.798137	0.246007	-0.013329	-0.250448	0.380763	-0.056309	0.306163	-0.194252	0.166341
-0.637553	0.028980	-0.699408	-0.087796	0.123366	0.079243	-0.063039	0.265518	0.495240	-0.160171	0.278004	-0.362948	-0.515831	-0.467744	-0.486740	0.442836	0.481952	-1.119173	1.022543	0.628534	0.408054	0.092628	-0.966844	-0.078424	-0.072689	-0.197534	-0.255207	-0.143221	-0.166201	-0.049923	0.270803	0.426717	-0.135171	-0.103187	0.364742	0.422587	-0.055948	0.240444	0.271922	0.255801	0.130725	-0.367900	0.225957	0.268316	-0.166302	-0.240495	0.110049	0.262036	0.076585	0.263063	0.612167	-0.577391	-0.195267	0.047276	0.009083	0.188914	-0.286900	0.383988	0.295318	-0.400352	-0.575401	0.356818	1.846524	1.660304	-0.575544	0.796675	0.572324	0.415423	-0.424990	-0.271630	0.097320	0.585273	-0.021993	0.143121	0.563900	-0.667479	0.406113	0.556832	-0.035141	0.585151	-0.281332	0.052865	0.212735	0.090064	-0.301471	-0.616004	0.986066	-0.880332	-0.305216	-0.601782	0.427681	-0.282587	0.254123	-0.351582	0.107587	-0.081768	-0.036442	0.074856	0.255607	-0.247826
-0.464084	-0.297799	-0.775388	-0.310800	0.278594	0.132260	-0.048854	0.392193	0.391350	-0.348791	0.352176	-0.447789	-0.513749	-0.477139	-0.506564	0.439403	0.519624	-1.222848	1.007331	0.548722	0.300891	0.067628	-0.763699	-0.045599	-0.033840	-0.244278	-0.147919	-0.255334	-0.128132	0.011398	0.228139	0.367781	-0.227683	-0.103607	0.369968	0.348443	-0.043302	0.262016	0.192629	0.427113	0.141464	-0.484123	0.042078	0.254850	-0.183467	-0.378495	0.073757	0.277714	0.079681	0.303191	0.682542	-0.516648	-0.164269	0.116040	0.170467	0.328595	-0.402732	0.301108	-0.026317	-0.206723	-0.460202	0.261268	1.795588	1.781287	-0.553155	0.810325	0.477964	0.352739	-0.363605	-0.281694	0.073344	0.516951	-0.011423	0.173809	0.540659	-0.695863	0.371227	0.486034	-0.004180	0.536650	-0.232565	0.057788	0.178545	0.068145	-0.342184	-0.409984	1.078230	-0.998010	-0.170086	-0.539293	0.264180	-0.204371	0.139693	-0.360131	0.032461	-0.232795	0.024926	0.073457	0.283305	-0.199252
1.194253	-0.196291	-0.501943	-0.595322	0.392565	-0.227578	0.347196	-0.573222	0.069071	-1.094139	0.498642	-0.234210	-0.624414	-0.673265	-0.528524	0.569523	0.917751	-0.790960	1.054189	1.077002	0.709552	0.817864	-1.236322	-0.630790	-0.428076	-1.100766	-0.040972	0.073361	0.100254	-0.285038	0.304829	0.166019	-0.578906	0.112930	-1.239622	-0.337721	0.196893	0.530967	0.445545	0.141147	0.431760	-0.215072	-0.355310	0.341131	-0.132733	0.477361	0.142687	-0.124968	0.051549	-0.456394	0.404640	-0.438374	-0.176086	-0.230613	-0.709942	0.470592	0.041367	-0.336356	-0.669008	0.081453	-0.148520	0.114508	-0.772945	-1.011945	0.231196	0.036452	-0.337592	-0.062057	-0.486333	0.561289	-0.506749	0.670187	-0.137856	0.190026	0.134112	-0.463308	-0.362545	0.381574	0.073735	0.234780	-0.364081	-0.309673	-0.095964	-0.145734	-0.841378	-0.620934	0.452323	-0.992104	-0.084170	-0.312874	0.251626	-0.405118	0.148631	-0.279442	-0.217221	0.984655	-0.922735	0.557208	0.175267	0.254231
1.556282	-0.443327	-0.556305	-0.797032	1.167586	-0.930216	0.831120	-1.095247	-0.328632	-1.734004	1.027735	-0.884717	-1.201872	-1.410619	-1.307052	1.153889	1.640401	-1.515380	1.810463	1.260904	1.167643	1.093734	-1.634413	-0.939369	-0.461682	-1.413258	-0.530214	0.482037	0.638802	-0.475737	0.088390	-0.184169	-0.854144	1.046380	-2.089573	-0.912352	0.779607	0.758052	0.876457	0.654437	1.076440	0.439675	-0.844019	0.997228	-0.805880	1.303100	0.896502	0.807120	0.775507	-1.051519	-0.127723	0.488425	-0.864342	0.329679	-1.177344	0.919651	-0.626603	-1.051356	-1.158351	0.771384	0.438888	-0.562515	-1.699120	-1.801764	0.579169	-0.344792	-1.054599	-0.437830	-0.852195	0.956457	-0.958074	1.303238	0.548389	-0.272724	-0.373086	0.239798	-0.873122	-0.143045	-0.699181	-0.432754	-1.008077	0.489998	0.393167	-0.613997	-1.012070	-1.004012	1.076122	-1.553594	0.724943	0.490932	-0.593148	-0.005841	-0.431056	-0.937667	-0.952259	1.339040	-1.586703	1.160267	0.815287	0.763608
-0.560721	-0.124511	-0.751946	-0.192171	0.195313	0.094100	-0.050574	0.312316	0.466391	-0.256000	0.328615	-0.410646	-0.533122	-0.480350	-0.504146	0.443525	0.500825	-1.169819	1.018606	0.595859	0.353779	0.065816	-0.887913	-0.065339	-0.057592	-0.225942	-0.221017	-0.186356	-0.157409	-0.019980	0.243783	0.391776	-0.182587	-0.099114	0.369996	0.396892	-0.046506	0.260096	0.254254	0.335548	0.134891	-0.419228	0.147143	0.281854	-0.190815	-0.297961	0.101144	0.275480	0.084975	0.266433	0.638852	-0.542451	-0.205077	0.094306	0.069725	0.260540	-0.347082	0.355295	0.150342	-0.313849	-0.522754	0.323243	1.827072	1.717797	-0.561639	0.812063	0.544989	0.396846	-0.401805	-0.277880	0.092106	0.570003	-0.013297	0.147393	0.555002	-0.685818	0.390328	0.517031	-0.036177	0.550110	-0.278887	0.071096	0.222908	0.073913	-0.338399	-0.539122	1.052664	-0.952123	-0.242322	-0.572573	0.360876	-0.238727	0.192373	-0.364760	0.063594	-0.141740	-0.023010	0.085949	0.276007	-0.219929
-0.271082	-0.495019	-0.615546	-0.426225	0.373008	0.255691	-0.058525	0.577339	0.063038	-0.384377	0.240646	-0.373074	-0.305536	-0.386580	-0.409491	0.400801	0.518495	-1.256079	0.970480	0.470924	0.292950	0.250763	-0.468506	-0.001712	-0.004278	-0.213351	0.098300	-0.422164	0.001716	0.022386	0.282313	0.403479	-0.244200	-0.141754	0.309620	0.182871	-0.075694	0.167593	-0.039235	0.584821	0.158846	-0.601793	-0.181242	0.030933	-0.031295	-0.497369	-0.007284	0.252994	0.027837	0.452449	0.777492	-0.527700	0.074525	0.013629	0.394596	0.381113	-0.443222	0.147898	-0.267884	-0.039121	-0.369956	0.081167	1.740377	1.839171	-0.564264	0.680980	0.188232	0.140702	-0.302405	-0.236006	-0.032140	0.338616	-0.028771	0.278164	0.468028	-0.653209	0.312171	0.506910	0.142963	0.612624	-0.034222	-0.043933	-0.078420	0.127200	-0.199121	-0.130611	0.907617	-0.918591	-0.074300	-0.462235	0.051762	-0.251536	0.150366	-0.258965	0.027248	-0.367382	0.185626	-0.005268	0.264078	-0.161703
1.133524	-0.193744	-0.512842	-0.582979	0.319922	-0.165177	0.297310	-0.504151	0.119168	-1.004502	0.445680	-0.189728	-0.582025	-0.620150	-0.472917	0.525048	0.857146	-0.736634	0.992207	1.075668	0.679409	0.794031	-1.214535	-0.612081	-0.445587	-1.064759	-0.009413	0.048288	0.058605	-0.277424	0.310960	0.190144	-0.549466	0.048557	-1.139009	-0.277088	0.128981	0.495591	0.386247	0.110690	0.387361	-0.256788	-0.333076	0.314848	-0.100027	0.405102	0.092167	-0.176510	0.006934	-0.409581	0.459595	-0.516394	-0.103624	-0.294385	-0.659019	0.412006	0.112083	-0.263455	-0.624296	0.015454	-0.206864	0.195517	-0.681250	-0.925299	0.219212	0.053579	-0.273887	-0.051784	-0.449456	0.522306	-0.468632	0.623749	-0.186976	0.229895	0.175300	-0.534855	-0.309872	0.415233	0.159965	0.298693	-0.295792	-0.383588	-0.124420	-0.106172	-0.834252	-0.589729	0.419536	-0.952879	-0.155205	-0.385045	0.318240	-0.408349	0.168350	-0.237029	-0.166580	0.932331	-0.868135	0.509913	0.135156	0.217262
-1.658418	1.620653	0.779942	1.615885	-1.472494	1.482359	-1.758207	0.993272	1.111177	1.519141	-1.529518	0.484563	1.407313	1.010624	1.011322	-0.553507	-0.669684	0.482323	-0.067758	-0.508065	0.220717	0.076873	-0.142186	0.298202	0.510573	1.196880	0.644287	-0.553796	-0.450749	0.501656	1.434747	1.688376	1.282633	-1.022808	0.943145	0.700335	-0.452631	-0.520775	-1.228342	-1.591767	-0.419823	-0.914162	1.404291	-1.313592	1.604265	-0.768679	-0.776451	-0.873543	-1.068398	1.910416	1.205398	-1.624816	1.826426	-1.535377	0.711600	-1.376584	1.048086	0.599977	1.552033	-1.406842	-1.447420	0.931485	1.317977	0.811220	-1.153623	1.600630	1.233219	1.185456	0.953605	-1.237342	0.549358	-0.804400	-1.109477	1.284810	1.558349	-1.442947	1.045501	1.265857	1.597335	1.680171	1.188939	-1.256839	-1.287020	1.088751	1.448572	0.758944	-1.147607	1.319873	-1.339283	-1.452552	0.875353	-1.099455	1.297405	0.764723	2.000802	-1.848798	1.899949	-1.782461	-1.510903	-1.875489
